Customer_ID,Churn_label
1474-JUWSM,Stayed
1475-VWVDO,Stayed
1478-VPOAD,Joined
1480-BKXGA,Stayed
1480-IVEVR,Stayed
1481-ZUWZA,Churned
1482-OXZSY,Stayed
1485-YDHMM,Stayed
1488-PBLJN,Stayed
1488-SYSFC,Stayed
1492-KGETH,Stayed
1492-QGCLU,Stayed
1493-AMTIE,Churned
1494-EJZDW,Stayed
1496-GGSUK,Churned
1498-DQNRX,Stayed
1498-NHTLT,Stayed
1501-SGHBW,Churned
1502-XFCVR,Churned
1506-YJTYT,Stayed
1508-DFXCU,Stayed
1513-XNPPH,Churned
1518-OMDIK,Stayed
1518-VOWAV,Churned
1522-VVDMG,Churned
1525-LNLOJ,Stayed
1527-SXDPN,Churned
1530-ZTDOZ,Stayed
1534-OULXE,Stayed
1535-VTJOQ,Stayed
1536-HBSWP,Joined
1536-YHDOE,Stayed
1539-LNKHM,Stayed
1541-ETJZO,Churned
1543-LLLFT,Stayed
1544-JJMYL,Stayed
1545-ACTAS,Stayed
1545-JFUML,Stayed
1548-ARAGG,Stayed
1548-FEHVL,Stayed
1550-EENBN,Stayed
1550-LOAHA,Churned
1552-AAGRX,Stayed
1552-CZCLL,Stayed
1552-TKMXS,Stayed
1555-DJEQW,Churned
1555-HAPSU,Stayed
1557-EMYVT,Stayed
1559-DTODC,Stayed
1561-BWHIN,Stayed
1563-IWQEX,Stayed
1564-HJUVY,Stayed
1564-NTYXF,Churned
1565-RHDJD,Churned
1567-DSCIC,Churned
1568-BEKZM,Stayed
1568-LJSZU,Stayed
1569-TTNYJ,Churned
1571-SAVHK,Churned
1573-LGXBA,Stayed
1574-DYCWE,Stayed
1575-KRZZE,Stayed
1576-PFZIW,Stayed
1577-HKTFG,Churned
1579-KLYDT,Churned
1580-BMCMR,Stayed
1582-RAFML,Churned
1583-IHQZE,Churned
1585-MQSSU,Churned
1587-FKLZB,Churned
1589-AGTLK,Churned
1591-MQJTP,Stayed
1591-NFNLQ,Churned
1591-XWLGB,Stayed
1596-BBVTG,Churned
1596-OQSPS,Stayed
1597-FZREH,Churned
1597-LHYNC,Churned
1599-EAHXY,Stayed
1599-MMYRQ,Stayed
1600-DILPE,Stayed
1602-IJQQE,Churned
1608-GMEWB,Stayed
1612-EOHDH,Churned
1614-JBEBI,Stayed
1618-CFHME,Churned
1619-YWUBB,Stayed
1621-YNCJH,Stayed
1622-HSHSF,Joined
1623-NLDOT,Churned
1624-NALOJ,Churned
1624-WOIWJ,Churned
1625-JAIIY,Churned
1626-ERCMM,Churned
1627-AFWVJ,Stayed
1628-BIZYP,Joined
1629-DQQVB,Stayed
1635-FJFCC,Stayed
1635-HDGFT,Stayed
1635-NZATJ,Stayed
1636-NTNCO,Stayed
1640-PLFMP,Joined
1641-BYBTK,Stayed
1641-RQDAY,Stayed
1642-HMARX,Stayed
1644-IRKSF,Churned
1656-DRSMG,Stayed
1657-DYMBM,Stayed
1658-BYGOY,Churned
1658-TJVOA,Stayed
1658-XUHBX,Stayed
1660-HSOOQ,Churned
1661-CZBAU,Stayed
1663-MHLHE,Joined
1666-JXLKU,Stayed
1666-JZPZT,Stayed
1670-SVOWZ,Churned
1676-MQAOA,Stayed
1678-FYZOW,Churned
1679-JRFBR,Stayed
1680-VDCWW,Stayed
1682-VCOIO,Stayed
1684-FLBGS,Stayed
1685-BQULA,Stayed
1685-VAYJF,Stayed
1686-STUHN,Stayed
1689-MRZQR,Churned
1689-YQBYY,Stayed
1696-HXOWK,Stayed
1696-MZVAU,Stayed
1697-BCSHV,Stayed
1697-LYYYX,Stayed
1697-NVVGY,Stayed
1698-XFZCI,Stayed
1699-HPSBG,Churned
1699-TLDLZ,Stayed
1699-UOTXU,Stayed
1702-CCFNJ,Stayed
1703-MGIAB,Stayed
1704-NRWYE,Churned
1705-GUHPV,Stayed
1707-HABPF,Stayed
1708-PBBOA,Stayed
1709-EJDOX,Stayed
1710-RCXUS,Stayed
1716-LSAMB,Stayed
1722-LDZJS,Stayed
1723-HKXJQ,Churned
1724-BQUHA,Churned
1724-IQWNM,Joined
1725-IQNIY,Churned
1725-MIMXW,Churned
1728-BQDMA,Joined
1728-CXQBE,Stayed
1729-VLAZJ,Stayed
1730-VFMWO,Stayed
1730-ZMAME,Stayed
1731-TVIUK,Churned
1732-FEKLD,Stayed
1732-VHUBQ,Churned
1734-ZMNTZ,Stayed
1735-XMJVH,Stayed
1740-CSDJP,Churned
1741-WTPON,Stayed
1744-JHKYS,Stayed
1746-TGTWV,Joined
1750-CSKKM,Churned
1751-NCDLI,Stayed
1752-OZXFY,Stayed
1754-GKYPY,Stayed
1755-FZQEC,Stayed
1755-RMCXH,Joined
1757-TCATG,Stayed
1760-CAZHT,Stayed
1761-AEZZR,Churned
1763-KUAAW,Stayed
1763-WQFUK,Joined
1764-VUUMT,Stayed
1766-GKNMI,Stayed
1767-CJKBA,Stayed
1767-TGTKO,Stayed
1768-HNVGJ,Stayed
1768-ZAIFU,Churned
1769-GRUIK,Stayed
1771-OADNZ,Churned
1775-KWJKQ,Stayed
1776-SPBWV,Stayed
1777-JYQPJ,Joined
1779-PWPMG,Stayed
1784-BXEFA,Stayed
1784-EZDKJ,Stayed
1785-BPHTP,Stayed
1790-NESIO,Stayed
1791-PQHBB,Joined
1792-UXAFY,Churned
1794-HBQTJ,Churned
1794-SWWKL,Stayed
1796-JANOW,Joined
1803-BGNBD,Stayed
1809-DMJHQ,Churned
1810-BOHSY,Stayed
1810-MVMAI,Stayed
1813-JLKWR,Stayed
1813-JYWTO,Stayed
1814-DKOLC,Stayed
1814-WFGVS,Stayed
1816-FLZDK,Joined
1818-ESQMW,Stayed
1820-DJFPH,Stayed
1820-TQVEV,Churned
1821-BUCWY,Stayed
1830-GGFNM,Stayed
1830-IPXVJ,Stayed
1832-PEUTS,Stayed
1833-TCXKK,Stayed
1833-VGRUM,Churned
1834-ABKHQ,Stayed
1834-WULEG,Stayed
1837-YQUCE,Stayed
1839-FBNFR,Stayed
1839-UMACK,Stayed
1840-BIUOG,Stayed
1841-YSJGV,Stayed
1842-EZJMK,Churned
1843-TLSGD,Stayed
1845-CSBRZ,Stayed
1845-ZLLIG,Joined
1846-XWOQN,Churned
1848-LBZHY,Stayed
1849-RJYIG,Stayed
1850-AKQEP,Stayed
1852-QSWCD,Stayed
1852-XEMDW,Stayed
1853-ARAAQ,Stayed
1853-UDXBW,Churned
1855-AGAWH,Stayed
1855-CFULU,Stayed
1862-QRWPE,Stayed
1862-SKORY,Churned
1866-DIOQZ,Stayed
1866-NXPSP,Stayed
1866-OBPNR,Joined
1866-RZZQS,Churned
1866-ZSLJM,Stayed
1867-BDVFH,Churned
1867-TJHTS,Stayed
1871-MOWRM,Churned
1872-EBWSC,Stayed
1875-QIVME,Churned
1877-HKBQX,Stayed
1891-FZYSA,Churned
1891-QRQSA,Stayed
1891-UAWWU,Churned
1894-IGFSG,Churned
1895-QTKDO,Joined
1897-OKVMW,Stayed
1897-RCFUM,Stayed
1898-JSNDC,Stayed
1899-VXWXM,Churned
1902-XBTFB,Churned
1904-WAJAA,Stayed
1905-OEILC,Joined
1907-UBQFC,Churned
1907-YLNYW,Stayed
1910-FMXJM,Stayed
1915-IOFGU,Churned
1915-OAKWD,Stayed
1918-ZBFQJ,Churned
1919-RTPQD,Stayed
1921-KYSAY,Stayed
1925-GMVBW,Stayed
1925-LFCZZ,Stayed
1925-TIBLE,Churned
1926-QUZNN,Stayed
1927-QEWMY,Stayed
1928-BXYIV,Joined
1929-ZCBHE,Stayed
1930-BZLHI,Stayed
1930-QPBVZ,Stayed
1930-WNXSB,Stayed
1932-UEDCX,Stayed
1934-MKPXS,Stayed
1934-SJVJK,Churned
1935-IMVBB,Stayed
1936-CZAKF,Stayed
1936-UAFEH,Stayed
1937-OTUKY,Stayed
1941-HOSAM,Joined
1942-OQFRW,Joined
1945-XISKS,Stayed
1950-KSVVJ,Stayed
1951-IEYXM,Stayed
1952-DVVSW,Stayed
1955-IBMMB,Stayed
1956-YIFGE,Stayed
1958-RNRKS,Stayed
1960-UOTYM,Stayed
1960-UYCNN,Stayed
1963-SVUCV,Churned
1963-VAUKV,Churned
1964-SVLEA,Stayed
1965-AKTSX,Churned
1965-DDBWU,Churned
1970-KKFWL,Stayed
1971-DTCZB,Stayed
1972-XMUWV,Stayed
1976-AZZPJ,Stayed
1976-CFOCS,Churned
1977-STDKI,Churned
1980-KXVPM,Churned
1981-INRFU,Churned
1982-FEBTD,Stayed
1984-FCOWB,Churned
1984-GPTEH,Stayed
1985-MBRYP,Stayed
1986-PHGZF,Stayed
1987-AUELQ,Stayed
1989-PRJHP,Churned
1991-VOPLL,Stayed
1996-DBMUS,Stayed
1998-VHJHK,Stayed
2000-DHJUY,Stayed
2000-MPKCA,Stayed
2001-EWBQU,Stayed
2001-MCUUW,Stayed
2002-MZHWP,Churned
2003-CKLOR,Churned
2004-OCQXK,Churned
2005-DWQZJ,Stayed
2007-QVGAW,Stayed
2011-TRQYE,Churned
2012-NWRPA,Churned
2013-SGDXK,Churned
2014-MKGMH,Stayed
2017-CCBLH,Stayed
2018-PZKMU,Stayed
2018-QKYGT,Joined
2019-HDCZY,Stayed
2023-VQFDL,Stayed
2024-BASKD,Churned
2025-JKFWI,Churned
2026-TGDHM,Churned
2027-CWDNU,Stayed
2027-DNKIV,Stayed
2027-FECZV,Churned
2027-OAQQC,Churned
2027-WKXMW,Stayed
2030-BTZRO,Stayed
2034-CGRHZ,Churned
2034-GDRCN,Churned
2037-SGXHH,Churned
2037-XJFUP,Churned
2038-LLMLM,Stayed
2038-OEQZH,Stayed
2038-YSEZE,Stayed
2039-JONDJ,Stayed
2040-LDIWQ,Stayed
2040-OBMLJ,Stayed
2040-VZIKE,Stayed
2040-XBAVJ,Stayed
2041-JIJCI,Stayed
2043-WVTQJ,Joined
2045-BMBTJ,Stayed
2049-BAFNW,Joined
2050-ONYDQ,Stayed
2054-PJOCK,Stayed
2055-BFOCC,Stayed
2055-PDADH,Churned
2055-SIFSS,Stayed
2056-EVGZL,Stayed
2057-BOYKM,Stayed
2057-ZBLPD,Churned
2058-DCJBE,Churned
2061-VVFST,Stayed
2065-MMKGR,Stayed
2067-QYTCF,Stayed
2068-WWXQZ,Stayed
2070-FNEXE,Churned
2070-XYMFH,Stayed
2072-ZVJJX,Stayed
2073-QBVBI,Stayed
2074-GKOWZ,Churned
2074-GUHPQ,Stayed
2075-PUEPR,Stayed
2075-RMJIK,Stayed
2077-DDHJK,Stayed
2077-MPJQO,Stayed
2079-FBMZK,Churned
2080-CAZNM,Stayed
2080-GKCWQ,Joined
2080-SRCDE,Joined
2081-KJSQF,Joined
2081-VEYEH,Joined
2082-CEFLT,Churned
2082-OJVTK,Churned
2085-BOJKI,Stayed
2085-JVGAD,Stayed
2087-QAREY,Stayed
2088-IEBAU,Stayed
2091-GPPIQ,Stayed
2091-MJTFX,Churned
2091-RFFBA,Churned
2096-XOTMO,Stayed
2097-YVPKN,Stayed
2100-BDNSN,Churned
2101-RANCD,Stayed
2103-ZRXFN,Joined
2105-PHWON,Stayed
2107-FBPTK,Stayed
2108-GLPQB,Stayed
2108-XWMPY,Churned
2108-YKQTY,Churned
2111-DWYHN,Joined
2114-MGINA,Churned
2115-BFTIW,Churned
2120-SMPEX,Stayed
2121-JAFOM,Stayed
2122-SZZZD,Stayed
2122-YWVYA,Stayed
2123-AGEEN,Stayed
2123-VSCOT,Stayed
2126-GSEGL,Stayed
2129-ALKBS,Stayed
2133-TSRRM,Stayed
2135-DQWAQ,Stayed
2135-RXIHG,Churned
2137-DQMEV,Stayed
2138-VFAPZ,Stayed
2139-FQHLM,Stayed
2141-RRYGO,Churned
2143-LJULT,Stayed
2144-BFDSO,Stayed
2144-ESWKO,Stayed
2146-EGVDT,Stayed
2150-OEGBV,Stayed
2150-UWTFY,Churned
2150-WLKUW,Stayed
2153-MREFK,Churned
2154-KVJFF,Churned
2155-AMQRX,Stayed
2157-MXBJS,Churned
2159-TURXX,Stayed
2160-GPFXD,Stayed
2162-FRZAA,Stayed
2164-SOQXL,Stayed
2165-VOEGB,Churned
2167-FQSTQ,Stayed
2169-RRLFW,Stayed
2171-UDMFD,Stayed
2172-EJXVF,Stayed
2176-LVPNX,Stayed
2176-OSJUV,Stayed
2178-PMGCJ,Stayed
2180-DXNEG,Churned
2181-TIDSV,Stayed
2181-UAESM,Joined
2186-QZEYA,Stayed
2187-LZGPL,Churned
2187-PKZAY,Stayed
2188-SXWVT,Stayed
2189-UXTKY,Churned
2189-WWOEW,Churned
2190-BCXEC,Stayed
2190-PHBHR,Stayed
2192-CKRLV,Stayed
2192-OZITF,Stayed
2193-SFWQW,Stayed
2194-IIQOF,Stayed
2195-VVRJF,Stayed
2195-ZRVAX,Churned
2197-OMWGI,Stayed
2200-DSAAL,Stayed
2202-CUYXZ,Churned
2202-OUTMO,Stayed
2203-GHNWN,Stayed
2205-LPVGL,Stayed
2205-YMZZJ,Churned
2207-NHRJK,Churned
2207-OBZNX,Churned
2207-QPJED,Stayed
2207-RYYRL,Stayed
2208-MPXIO,Stayed
2208-NKVVH,Stayed
2208-NQBCT,Stayed
2208-UGTGR,Stayed
2209-XADXF,Joined
2211-RMNHO,Stayed
2212-LYASK,Stayed
2215-ZAFGX,Stayed
2219-MVUSO,Churned
2220-IAHLS,Joined
2223-GDSHL,Stayed
2223-KAGMX,Churned
2225-ZRGSG,Churned
2226-ICFDO,Stayed
2227-JRSJX,Stayed
2228-BZDEE,Stayed
2229-DPMBI,Stayed
2229-VWQJH,Stayed
2230-XTUWL,Stayed
2232-DMLXU,Churned
2233-FAGXV,Stayed
2233-TXSIU,Stayed
2234-EOFPT,Stayed
2234-XADUH,Stayed
2235-DWLJU,Stayed
2235-EZAIK,Stayed
2235-ZGKPT,Churned
2236-HILPA,Stayed
2237-ZFSMY,Churned
2239-CFOUJ,Joined
2239-CGBUZ,Stayed
2239-JALAW,Churned
2240-HSJQD,Stayed
2242-MFOTG,Stayed
2243-FNMMI,Stayed
2245-ADZFJ,Stayed
2249-YPRNG,Churned
2250-IVBWA,Stayed
2251-PYLPB,Stayed
2252-ISRNH,Stayed
2252-JHJGE,Stayed
2252-NKNSI,Stayed
2253-KPMNB,Stayed
2254-DLXRI,Joined
2256-YLYLP,Stayed
2257-BOVXD,Stayed
2259-OUUSZ,Stayed
2260-USTRB,Churned
2262-SLNVK,Joined
2263-SFSQZ,Stayed
2265-CYWIV,Churned
2266-FUBDZ,Stayed
2266-SJNAT,Stayed
2267-FPIMA,Stayed
2267-WTPYD,Stayed
2270-CHBFN,Stayed
2272-JKMSI,Stayed
2272-QAGFO,Churned
2272-UOINI,Stayed
2272-WUSPA,Stayed
2273-QCKXA,Joined
2274-XUATA,Stayed
2275-RBYQS,Joined
2276-YDAVZ,Churned
2277-AXSDC,Stayed
2277-BKJKN,Stayed
2277-DJJDL,Stayed
2277-VWCNI,Stayed
2279-AXJJK,Stayed
2282-YGNOR,Stayed
2284-VFLKH,Stayed
2292-XQWSV,Stayed
2293-IJWPS,Stayed
2294-DMMUS,Stayed
2294-SALNE,Stayed
2296-DKZFP,Stayed
2300-RQGOI,Stayed
2302-ANTDP,Churned
2302-OUZXB,Stayed
2303-PJYHN,Joined
2305-MRGLV,Stayed
2307-FYNNL,Stayed
2308-STERM,Joined
2309-OSFEU,Churned
2311-QYMUQ,Churned
2314-TNDJQ,Stayed
2316-ESMLS,Stayed
2320-JRSDE,Churned
2320-SLKMB,Stayed
2320-TZRRH,Stayed
2320-YKQBO,Stayed
2321-OMBXY,Churned
2322-VCZHZ,Stayed
2323-ARSVR,Stayed
2324-AALNO,Stayed
2324-EFHVG,Stayed
2325-NBPZG,Joined
2325-WINES,Stayed
2325-ZUSFD,Churned
2330-PQGDQ,Stayed
2332-EFBJY,Churned
2332-TODQS,Stayed
2333-KWEWW,Stayed
2335-GSODA,Stayed
2338-BQEZT,Stayed
2342-CKIAO,Joined
2344-JMOGN,Churned
2346-CZYIL,Stayed
2346-DJQTB,Stayed
2346-LOCWC,Stayed
2347-WKKAE,Stayed
2348-KCJLT,Stayed
2351-BKRZW,Stayed
2351-RRBUE,Stayed
2357-COQEK,Churned
2359-KLTEK,Stayed
2359-KMGLI,Churned
2359-QWQUL,Churned
2360-RDGRO,Stayed
2361-FJWNO,Stayed
2361-UPSND,Stayed
2362-IBOOY,Churned
2363-BJLSL,Stayed
2364-UFROM,Stayed
2368-GAKKQ,Stayed
2369-FEVNO,Joined
2369-UAPKZ,Churned
2371-JQHZZ,Stayed
2371-JUNGC,Stayed
2371-KFUOG,Stayed
2372-HWUHI,Churned
2373-NTKOD,Stayed
2378-HTWFW,Stayed
2378-VTKDH,Stayed
2378-YIZKA,Stayed
2379-ENZGV,Churned
2379-GYFLQ,Stayed
2380-DAMQP,Stayed
2382-BCKQJ,Churned
2384-OVPSA,Stayed
2386-LAHRK,Churned
2386-OWURY,Stayed
2387-KDZQY,Stayed
2388-LAESQ,Stayed
2391-IPLOP,Stayed
2391-SOORI,Churned
2393-DIVAI,Joined
2397-BRLOM,Churned
2398-YPMUR,Churned
2400-FEQME,Stayed
2400-XIWIO,Stayed
2402-TAIRZ,Stayed
2403-BCASL,Churned
2404-JIBFC,Stayed
2405-LBMUW,Stayed
2408-PSJVE,Stayed
2408-TZMJL,Churned
2408-WITXK,Churned
2410-CIYFZ,Joined
2418-TPEUN,Stayed
2419-FSORS,Stayed
2424-WVHPL,Joined
2428-HYUNX,Stayed
2428-ZMCTB,Stayed
2429-AYKKO,Stayed
2430-RRYUW,Stayed
2430-USGXP,Churned
2432-TFSMK,Stayed
2433-KMEAS,Churned
2434-EEVDB,Stayed
2436-QBZFP,Stayed
2439-LYPMQ,Stayed
2439-QKJUL,Stayed
2446-BEGGB,Churned
2446-PLQVO,Churned
2446-ZKVAF,Stayed
2450-ZKEED,Stayed
2451-YMUXS,Stayed
2452-KDRRH,Stayed
2452-MRMZF,Stayed
2452-SNHFZ,Stayed
2453-SAFNS,Stayed
2454-RPBRZ,Churned
2455-USLMV,Stayed
2458-EOMRE,Stayed
2460-FPSYH,Churned
2460-NGXBJ,Stayed
2462-XIIJB,Churned
2465-BLLEU,Joined
2466-FCCPT,Stayed
2466-NEJOJ,Stayed
2468-SJFLM,Joined
2469-DTSGX,Stayed
2472-OVKUP,Churned
2474-BRUCM,Churned
2474-LCNUE,Stayed
2475-MROZF,Stayed
2476-YGEFM,Stayed
2478-EEWWM,Stayed
2479-BRAMR,Churned
2480-EJWYP,Stayed
2480-JZOSN,Joined
2480-SQIOB,Stayed
2481-SBOYW,Stayed
2482-CZGBB,Churned
2483-XSSMZ,Stayed
2484-DGXPZ,Churned
2485-ITVKB,Churned
2486-WYVVE,Stayed
2495-INZWQ,Churned
2495-KZNFB,Stayed
2495-TTHBQ,Stayed
2498-XLDZR,Stayed
2499-AJYUA,Stayed
2501-XWWTZ,Stayed
2504-DSHIH,Stayed
2506-CLAKW,Churned
2506-TNFCO,Churned
2507-QZPQS,Stayed
2509-TFPJU,Stayed
2511-ALLCS,Stayed
2511-MORQY,Stayed
2514-GINMM,Churned
2516-VQRRV,Churned
2516-XSJKX,Stayed
2519-ERQOJ,Stayed
2519-FAKOD,Churned
2519-LBNQL,Stayed
2519-TWKFS,Stayed
2520-SGTTA,Stayed
2521-NPUZR,Stayed
2522-AHJXR,Stayed
2522-WLNSF,Stayed
2523-EWWZL,Stayed
2525-GVKQU,Stayed
2528-HFYZX,Churned
2530-ENDWQ,Churned
2530-FMFXO,Stayed
2533-QVMSK,Churned
2533-TIBIX,Stayed
2535-PBCGC,Stayed
2538-OIMXF,Joined
2541-YGPKE,Stayed
2542-HYGIQ,Joined
2545-EBUPK,Joined
2545-LXYVJ,Stayed
2546-KZAAT,Stayed
2550-AEVRU,Stayed
2550-QHZGP,Stayed
2558-BUOZZ,Stayed
2560-PPCHE,Stayed
2560-QTSBS,Stayed
2560-WBWXF,Stayed
2565-JSLRY,Churned
2568-BRGYX,Churned
2568-OIADY,Churned
2569-WGERO,Stayed
2573-GYRUU,Stayed
2575-GFSOE,Churned
2576-HXMPA,Joined
2577-GVSIL,Stayed
2578-JQPHZ,Stayed
2580-ASVVY,Stayed
2580-ATZSQ,Stayed
2581-VKIRT,Stayed
2582-FFFZR,Stayed
2585-KTFRE,Joined
2586-CWXVV,Stayed
2587-EKXTS,Stayed
2587-YNLES,Stayed
2589-AYCRP,Stayed
2592-HODOV,Stayed
2592-SEIFQ,Churned
2592-YKDIF,Joined
2595-KIWPV,Stayed
2599-CIPQE,Stayed
2599-CZABP,Stayed
2603-HVKCG,Stayed
2604-IJPDU,Stayed
2604-XVDAM,Stayed
2606-PKWJB,Stayed
2606-RMDHZ,Churned
2607-DHDAK,Stayed
2607-FBDFF,Joined
2608-BHKFN,Churned
2609-IAICY,Churned
2612-PHGOX,Stayed
2612-RANWT,Churned
2612-RRIDN,Churned
2615-YVMYX,Stayed
2616-FLVQC,Stayed
2616-UUTFK,Stayed
2619-WFQWU,Churned
2621-UDNLU,Joined
2623-DRYAM,Stayed
2625-TRCZQ,Stayed
2626-URJFX,Churned
2626-VEEWG,Stayed
2632-IVXVF,Stayed
2632-TACXW,Stayed
2632-UCGVD,Churned
2634-HCZGT,Churned
2636-ALXXZ,Churned
2636-OHFMN,Churned
2636-SJDOU,Stayed
2637-FKFSY,Joined
2639-UGMAZ,Stayed
2640-LYMOV,Joined
2640-PMGFL,Churned
2642-DTVCO,Churned
2642-MAWLJ,Stayed
2645-QTLMB,Churned
2649-HWLYB,Stayed
2650-GYRYL,Stayed
2651-ZCBXV,Stayed
2654-VBVPB,Joined
2656-FMOKZ,Churned
2656-TABEH,Churned
2657-ALMWY,Churned
2657-VPXTA,Stayed
2659-VXMWZ,Churned
2660-EMUBI,Churned
2661-GKBTK,Stayed
2662-NNTDK,Stayed
2664-XJZNO,Stayed
2665-NPTGL,Stayed
2667-WYLWJ,Churned
2668-TZSPS,Joined
2669-OIDSD,Stayed
2669-QVCRG,Stayed
2672-DZUOY,Churned
2672-HUYVI,Churned
2672-OJQZP,Joined
2672-TGEFF,Stayed
2673-CXQEU,Stayed
2673-ZALNP,Stayed
2674-MIAHT,Stayed
2674-MLXMN,Stayed
2675-DHUTR,Stayed
2675-IJRGJ,Stayed
2675-OTVVJ,Stayed
2676-ISHSF,Joined
2676-OXPPQ,Stayed
2676-SSLTO,Stayed
2680-XKKNJ,Stayed
2682-KEVRP,Stayed
2683-BPJSO,Churned
2683-JXWQQ,Stayed
2684-EIWEO,Churned
2685-SREOM,Churned
2688-BHGOG,Stayed
2690-DVRVK,Stayed
2691-NZETQ,Churned
2692-AQCPF,Stayed
2692-BUCFV,Stayed
2692-PFYTJ,Joined
2694-CIUMO,Stayed
2696-ECXKC,Stayed
2696-NARTR,Churned
2696-RZVZW,Stayed
2697-NQBPF,Stayed
2700-LUEVA,Joined
2703-AMTUL,Stayed
2706-QZIHY,Stayed
2709-UQGNP,Stayed
2710-WYVXG,Joined
2712-SYWAY,Joined
2716-GFZOR,Stayed
2717-HVIZY,Stayed
2718-GAXQD,Churned
2718-YSKCS,Stayed
2719-BDAQO,Churned
2720-FVBQP,Stayed
2720-WGKHP,Churned
2722-JMONI,Churned
2722-VOJQL,Churned
2724-FJDYW,Stayed
2725-IWWBA,Stayed
2725-KXXWT,Churned
2725-TTRIQ,Stayed
2729-VNVAP,Stayed
2731-GJRDG,Stayed
2732-ISEZX,Stayed
2737-WFVYW,Churned
2737-YNGYW,Churned
2739-CACDQ,Stayed
2739-CCZMB,Stayed
2740-JFBOK,Stayed
2740-TVLFN,Joined
2746-DIJLO,Stayed
2748-MYRVK,Churned
2749-CTKAJ,Stayed
2750-BJLSB,Stayed
2753-JMMCV,Stayed
2754-SDJRD,Stayed
2754-VDLTR,Churned
2754-XBHTB,Churned
2758-RNWXS,Stayed
2761-OCIAX,Churned
2761-XECQW,Stayed
2770-NSVDG,Stayed
2773-MADBQ,Stayed
2773-OVBPK,Stayed
2774-LVQUS,Churned
2775-SEFEE,Stayed
2777-PHDEI,Churned
2778-OCLGR,Churned
2782-JEEBU,Stayed
2782-LFZVW,Stayed
2786-GCDPI,Stayed
2788-CJQAQ,Stayed
2789-CZANW,Stayed
2789-HQBOU,Joined
2790-XUYMV,Stayed
2791-SFVEW,Stayed
2792-LSHWX,Joined
2792-VPPET,Joined
2794-XIMMO,Churned
2796-NNUFI,Stayed
2796-UUZZO,Stayed
2798-NYLMZ,Stayed
2799-ARNLO,Stayed
2799-TSLAG,Stayed
2800-QQUSO,Stayed
2800-VEQXM,Joined
2801-NISEI,Stayed
2804-ETQDK,Stayed
2805-AUFQN,Stayed
2805-EDJPQ,Stayed
2806-MLNTI,Stayed
2808-CHTDM,Stayed
2809-ILCYT,Stayed
2809-ZMYOQ,Stayed
2810-FTLEM,Churned
2811-POVEX,Stayed
2812-ENYMO,Stayed
2812-REYAT,Stayed
2812-SFXMJ,Joined
2815-CPTUL,Churned
2817-LVCPP,Stayed
2817-NTQDO,Churned
2819-GWENI,Stayed
2821-WARNZ,Stayed
2823-LKABH,Stayed
2824-DXNKN,Stayed
2824-MYYBN,Stayed
2826-DXLQO,Stayed
2826-UWHIS,Stayed
2828-SLQPF,Stayed
2829-HYVZP,Stayed
2830-LEWOA,Stayed
2831-EBWRN,Stayed
2832-KJCRD,Stayed
2832-SCUCO,Joined
2833-SLKDQ,Churned
2834-JKOOW,Stayed
2834-JRTUA,Churned
2834-SPCJV,Churned
2839-RFSQE,Churned
2840-XANRC,Churned
2842-BCQGE,Stayed
2842-JTCCU,Churned
2843-CQMEG,Stayed
2845-AFFTX,Churned
2845-HSJCY,Churned
2845-KDHVX,Stayed
2848-YXSMW,Stayed
2851-MMUTZ,Stayed
2851-STERV,Stayed
2853-CWQFQ,Joined
2856-HYAPG,Churned
2856-NNASM,Churned
2858-EIMXH,Stayed
2858-MOFSQ,Churned
2860-RANUS,Churned
2862-JVEOY,Stayed
2862-PFNIK,Joined
2863-IMQDR,Stayed
2865-TCHJW,Churned
2866-IKBTM,Joined
2867-UIMSS,Churned
2868-LLSKM,Stayed
2868-MZAGQ,Churned
2868-SNELZ,Churned
2869-ADAWR,Churned
2873-ZLIWT,Churned
2874-YXVVA,Stayed
2876-GZYZC,Stayed
2876-VBBBL,Churned
2877-VDUER,Stayed
2878-DHMIN,Stayed
2878-RMWXY,Stayed
2880-FPNAE,Joined
2882-DDZPG,Stayed
2882-WDTBA,Stayed
2883-ILGWO,Stayed
2884-GBPFB,Churned
2885-HIJDH,Stayed
2886-KEFUM,Churned
2887-JPYLU,Stayed
2888-ADFAO,Stayed
2889-FPWRM,Churned
2890-WFBHU,Stayed
2892-GESUL,Stayed
2894-QOJRX,Churned
2896-TBNBE,Stayed
2897-DOVND,Joined
2898-LSJGD,Churned
2898-MRKPI,Stayed
2900-PHPLN,Stayed
2903-YYTBW,Joined
2904-GGUAZ,Stayed
2905-KFQUV,Joined
2907-ILJBN,Stayed
2908-WGAXL,Stayed
2908-ZTPNF,Stayed
2911-IJORQ,Stayed
2911-UREFD,Churned
2911-WDXMV,Stayed
2916-BQZLN,Stayed
2919-HBCJO,Churned
2920-RNCEZ,Joined
2921-XWDJH,Stayed
2923-ARZLG,Stayed
2924-KHUVI,Stayed
2925-MXLSX,Stayed
2925-VDZHY,Stayed
2926-JEJJC,Stayed
2927-CVULT,Stayed
2927-QRRQV,Stayed
2928-HLDBA,Stayed
2929-ERCFZ,Churned
2929-QNSRW,Churned
2930-UOTMB,Churned
2931-FSOHN,Stayed
2931-SVLTV,Stayed
2931-VUVJN,Stayed
2931-XIQBR,Stayed
2933-FILNV,Churned
2933-XEUJM,Stayed
