Customer_ID,Voice_Plan_ID,Broadband_Plan_Id,Streaming_ID,Invoice_Due_Date,Invoice_Date,No_Calls,No_Minutes,Roaming_Minutes,Total_Call_Charge,No_Extra_Channel_Subscription,Extra_Channel_Chargers,Total_Streaming_Charge,Extra_Data_GB_Used,Extra_Data_Charge,Total_Broadband_Charge,Service_Charge,Due_Charges,Paperless_Billing,Payment_Method
2371-JUNGC,V004,B002,S002,3/30/2023,1/30/2023,11,29,30,177,7,105,405,0,0,600,150,1332,No,Credit Card
2371-KFUOG,V001,B002,S001,3/30/2023,1/30/2023,13,33,34,249,1,15,315,0,0,600,150,1314,No,Bank Withdrawal
2372-HWUHI,V002,B002,S002,3/30/2023,1/30/2023,18,47,48,336,10,150,450,0,0,600,150,1536,No,Bank Withdrawal
2373-NTKOD,V004,B001,S002,3/30/2023,1/30/2023,9,26,27,168,2,30,330,0,0,600,150,1248,Yes,Bank Withdrawal
2378-HTWFW,V001,B001,S001,3/30/2023,1/30/2023,12,26,27,213,10,150,450,40,800,1400,150,2213,No,Credit Card
2378-VTKDH,V003,B004,S002,3/30/2023,1/30/2023,8,9,10,117,5,75,375,0,0,600,150,1242,Yes,Bank Withdrawal
2378-YIZKA,V002,B001,S002,3/30/2023,1/30/2023,7,6,7,63,4,60,360,130,2600,3200,150,3773,Yes,Credit Card
2379-ENZGV,V002,B001,S001,3/30/2023,1/30/2023,16,39,40,297,2,30,330,0,0,600,150,1377,Yes,Bank Withdrawal
2379-GYFLQ,V001,B004,S001,3/30/2023,1/30/2023,8,22,23,141,0,0,300,0,0,600,150,1191,Yes,Credit Card
2380-DAMQP,V003,B004,S001,3/30/2023,1/30/2023,14,41,42,288,6,90,390,0,0,600,150,1428,No,Bank Withdrawal
2382-BCKQJ,V004,B004,S002,3/30/2023,1/30/2023,13,33,34,204,5,75,375,0,0,600,150,1329,Yes,Bank Withdrawal
2384-OVPSA,V003,B002,S004,3/30/2023,1/30/2023,5,4,5,87,10,150,450,0,0,600,150,1287,No,Mailed Check
2386-LAHRK,V003,B002,S004,3/30/2023,1/30/2023,5,15,16,105,1,15,315,0,0,600,150,1170,Yes,Mailed Check
2386-OWURY,V002,B003,S002,3/30/2023,1/30/2023,16,36,37,273,3,45,345,0,0,600,150,1368,Yes,Bank Withdrawal
2387-KDZQY,V004,B001,S003,3/30/2023,1/30/2023,12,32,33,186,1,15,315,0,0,600,150,1251,Yes,Credit Card
2388-LAESQ,V004,B002,S004,3/30/2023,1/30/2023,12,29,30,177,5,75,375,0,0,600,150,1302,Yes,Bank Withdrawal
2391-IPLOP,V003,B004,S004,3/30/2023,1/30/2023,6,14,15,147,1,15,315,0,0,600,150,1212,Yes,Bank Withdrawal
2391-SOORI,V004,B001,S002,3/30/2023,1/30/2023,11,26,27,183,8,120,420,0,0,600,150,1353,No,Bank Withdrawal
2393-DIVAI,V003,B001,S001,3/30/2023,1/30/2023,7,15,16,150,5,75,375,0,0,600,150,1275,Yes,Credit Card
2397-BRLOM,V001,B001,S004,3/30/2023,1/30/2023,13,27,28,156,10,150,450,0,0,600,150,1356,Yes,Credit Card
2398-YPMUR,V002,B002,S003,3/30/2023,1/30/2023,14,38,39,219,1,15,315,90,1800,2400,150,3084,Yes,Bank Withdrawal
2400-FEQME,V001,B002,S002,3/30/2023,1/30/2023,18,41,42,303,8,120,420,0,0,600,150,1473,No,Credit Card
2400-XIWIO,V002,B003,S003,3/30/2023,1/30/2023,10,22,23,186,7,105,405,0,0,600,150,1341,No,Bank Withdrawal
2402-TAIRZ,V003,B004,S002,3/30/2023,1/30/2023,5,10,11,90,2,30,330,0,0,600,150,1170,No,Bank Withdrawal
2403-BCASL,V004,B003,S001,3/30/2023,1/30/2023,16,45,46,300,5,75,375,0,0,600,150,1425,Yes,Bank Withdrawal
2404-JIBFC,V001,B001,S002,3/30/2023,1/30/2023,5,8,9,99,6,90,390,0,0,600,150,1239,Yes,Bank Withdrawal
2405-LBMUW,V004,B004,S003,3/30/2023,1/30/2023,0,,,0,10,150,450,20,400,1000,150,1600,Yes,Bank Withdrawal
2408-PSJVE,V002,B001,S002,3/30/2023,1/30/2023,12,38,39,249,7,105,405,0,0,600,150,1404,Yes,Credit Card
2408-TZMJL,V002,B004,S004,3/30/2023,1/30/2023,12,23,24,174,10,150,450,0,0,600,150,1374,Yes,Bank Withdrawal
2408-WITXK,V004,B002,S004,3/30/2023,1/30/2023,0,,,0,2,30,330,0,0,600,150,1080,Yes,Bank Withdrawal
2410-CIYFZ,V002,B003,S004,3/30/2023,1/30/2023,17,50,51,315,10,150,450,0,0,600,150,1515,No,Mailed Check
2418-TPEUN,V002,B002,S001,3/30/2023,1/30/2023,18,49,50,372,6,90,390,0,0,600,150,1512,Yes,Credit Card
2419-FSORS,V004,B003,S002,3/30/2023,1/30/2023,4,11,12,63,2,30,330,0,0,600,150,1143,Yes,Bank Withdrawal
2424-WVHPL,V002,B003,S004,3/30/2023,1/30/2023,12,28,29,159,8,120,420,0,0,600,150,1329,No,Bank Withdrawal
2428-HYUNX,V004,B004,S003,3/30/2023,1/30/2023,0,2,3,51,9,135,435,0,0,600,150,1236,Yes,Credit Card
2428-ZMCTB,V001,B002,S002,3/30/2023,1/30/2023,11,20,21,165,1,15,315,0,0,600,150,1230,No,Credit Card
2429-AYKKO,V003,B002,S004,3/30/2023,1/30/2023,2,3,4,84,8,120,420,0,0,600,150,1254,No,Bank Withdrawal
2430-RRYUW,V001,B004,S002,3/30/2023,1/30/2023,6,12,13,66,10,150,450,0,0,600,150,1266,Yes,Mailed Check
2430-USGXP,V003,B003,S003,3/30/2023,1/30/2023,11,35,36,210,9,135,435,0,0,600,150,1395,Yes,Bank Withdrawal
2432-TFSMK,V003,B001,S004,3/30/2023,1/30/2023,15,35,36,285,6,90,390,0,0,600,150,1425,Yes,Credit Card
2433-KMEAS,V002,B004,S002,3/30/2023,1/30/2023,2,7,8,36,1,15,315,0,0,600,150,1101,Yes,Bank Withdrawal
2434-EEVDB,V004,B004,S001,3/30/2023,1/30/2023,4,1,2,48,10,150,450,0,0,600,150,1248,Yes,Credit Card
2436-QBZFP,V002,B001,S002,3/30/2023,1/30/2023,0,,,0,4,60,360,50,1000,1600,150,2110,No,Bank Withdrawal
2439-LYPMQ,V002,B002,S003,3/30/2023,1/30/2023,1,5,6,30,6,90,390,0,0,600,150,1170,Yes,Bank Withdrawal
2439-QKJUL,V001,B003,S002,3/30/2023,1/30/2023,4,8,9,114,4,60,360,0,0,600,150,1224,No,Credit Card
2446-BEGGB,V002,B003,S001,3/30/2023,1/30/2023,19,47,48,291,7,105,405,0,0,600,150,1446,Yes,Bank Withdrawal
2446-PLQVO,V001,B003,S004,3/30/2023,1/30/2023,4,6,7,33,6,90,390,0,0,600,150,1173,Yes,Bank Withdrawal
2446-ZKVAF,V002,B001,S002,3/30/2023,1/30/2023,0,1,2,33,2,30,330,0,0,600,150,1113,No,Credit Card
2450-ZKEED,V001,B002,S001,3/30/2023,1/30/2023,7,7,8,96,8,120,420,0,0,600,150,1266,No,Bank Withdrawal
2451-YMUXS,V004,B004,S001,3/30/2023,1/30/2023,12,29,30,222,1,15,315,0,0,600,150,1287,Yes,Bank Withdrawal
2452-KDRRH,V002,B002,S003,3/30/2023,1/30/2023,14,39,40,297,5,75,375,0,0,600,150,1422,Yes,Credit Card
2452-MRMZF,V003,B002,S003,3/30/2023,1/30/2023,3,8,9,69,2,30,330,0,0,600,150,1149,Yes,Credit Card
2452-SNHFZ,V003,B004,S004,3/30/2023,1/30/2023,20,48,49,279,2,30,330,0,0,600,150,1359,No,Credit Card
2453-SAFNS,V001,B002,S001,3/30/2023,1/30/2023,20,45,46,300,2,30,330,0,0,600,150,1380,No,Credit Card
2454-RPBRZ,V003,B002,S002,3/30/2023,1/30/2023,12,31,32,183,10,150,450,0,0,600,150,1383,Yes,Bank Withdrawal
2455-USLMV,V003,B001,S003,3/30/2023,1/30/2023,10,24,25,192,5,75,375,0,0,600,150,1317,Yes,Credit Card
2458-EOMRE,V001,B004,S001,3/30/2023,1/30/2023,18,41,42,303,2,30,330,90,1800,2400,150,3183,No,Bank Withdrawal
2460-FPSYH,V003,B001,S002,3/30/2023,1/30/2023,0,,,0,3,45,345,80,1600,2200,150,2695,Yes,Bank Withdrawal
2460-NGXBJ,V001,B001,S004,3/30/2023,1/30/2023,14,29,30,237,9,135,435,0,0,600,150,1422,Yes,Credit Card
2462-XIIJB,V004,B004,S002,3/30/2023,1/30/2023,5,3,4,0,8,120,420,0,0,600,150,1170,Yes,Bank Withdrawal
2465-BLLEU,V001,B004,S004,3/30/2023,1/30/2023,7,10,11,75,10,150,450,0,0,600,150,1275,Yes,Credit Card
2466-FCCPT,V001,B002,S002,3/30/2023,1/30/2023,3,7,8,66,5,75,375,0,0,600,150,1191,No,Bank Withdrawal
2466-NEJOJ,V004,B004,S002,3/30/2023,1/30/2023,10,26,27,153,8,120,420,0,0,600,150,1323,No,Credit Card
2468-SJFLM,V002,B003,S004,3/30/2023,1/30/2023,14,40,41,255,0,0,300,0,0,600,150,1305,Yes,Mailed Check
2469-DTSGX,V002,B001,S001,3/30/2023,1/30/2023,19,45,46,345,10,150,450,0,0,600,150,1545,No,Bank Withdrawal
2472-OVKUP,V003,B004,S002,3/30/2023,1/30/2023,15,42,43,246,7,105,405,0,0,600,150,1401,Yes,Bank Withdrawal
2474-BRUCM,V003,B003,S001,3/30/2023,1/30/2023,6,3,4,54,3,45,345,0,0,600,150,1149,No,Bank Withdrawal
2474-LCNUE,V003,B001,S002,3/30/2023,1/30/2023,6,15,16,90,9,135,435,0,0,600,150,1275,Yes,Credit Card
2475-MROZF,V002,B002,S004,3/30/2023,1/30/2023,1,3,4,54,5,75,375,0,0,600,150,1179,Yes,Credit Card
2476-YGEFM,V004,B004,S004,3/30/2023,1/30/2023,3,7,8,66,10,150,450,0,0,600,150,1266,Yes,Credit Card
2478-EEWWM,V003,B001,S003,3/30/2023,1/30/2023,0,,,0,0,0,300,20,400,1000,150,1450,Yes,Bank Withdrawal
2479-BRAMR,V002,B001,S001,3/30/2023,1/30/2023,19,46,47,348,8,120,420,0,0,600,150,1518,Yes,Bank Withdrawal
2480-EJWYP,V002,B004,S003,3/30/2023,1/30/2023,16,45,46,315,5,75,375,0,0,600,150,1440,Yes,Bank Withdrawal
2480-JZOSN,V002,B002,S001,3/30/2023,1/30/2023,16,35,36,285,10,150,450,0,0,600,150,1485,Yes,Credit Card
2480-SQIOB,V004,B001,S002,3/30/2023,1/30/2023,13,26,27,198,3,45,345,0,0,600,150,1293,No,Bank Withdrawal
2481-SBOYW,V003,B003,S002,3/30/2023,1/30/2023,15,32,33,201,8,120,420,0,0,600,150,1371,Yes,Credit Card
2482-CZGBB,V003,B001,S004,3/30/2023,1/30/2023,14,27,28,171,0,0,300,0,0,600,150,1221,Yes,Bank Withdrawal
2483-XSSMZ,V004,B001,S002,3/30/2023,1/30/2023,9,25,26,165,3,45,345,70,1400,2000,150,2660,Yes,Bank Withdrawal
2484-DGXPZ,V002,B002,S002,3/30/2023,1/30/2023,14,30,31,240,1,15,315,0,0,600,150,1305,Yes,Credit Card
2485-ITVKB,V002,B003,S003,3/30/2023,1/30/2023,0,,,0,8,120,420,10,200,800,150,1370,Yes,Bank Withdrawal
2486-WYVVE,V004,B004,S001,3/30/2023,1/30/2023,2,3,4,39,3,45,345,0,0,600,150,1134,Yes,Credit Card
2495-INZWQ,V004,B002,S003,3/30/2023,1/30/2023,0,,,0,3,45,345,10,200,800,150,1295,Yes,Bank Withdrawal
2495-KZNFB,V004,B001,S004,3/30/2023,1/30/2023,8,17,18,111,2,30,330,0,0,600,150,1191,Yes,Bank Withdrawal
2495-TTHBQ,V004,B003,S003,3/30/2023,1/30/2023,10,32,33,231,9,135,435,0,0,600,150,1416,Yes,Credit Card
2498-XLDZR,V004,B002,S001,3/30/2023,1/30/2023,11,20,21,150,8,120,420,0,0,600,150,1320,No,Credit Card
2499-AJYUA,V002,B002,S002,3/30/2023,1/30/2023,7,16,17,138,1,15,315,0,0,600,150,1203,Yes,Credit Card
2501-XWWTZ,V003,B003,S002,3/30/2023,1/30/2023,1,1,2,78,8,120,420,0,0,600,150,1248,No,Bank Withdrawal
2504-DSHIH,V004,B004,S003,3/30/2023,1/30/2023,17,43,44,294,5,75,375,0,0,600,150,1419,No,Bank Withdrawal
2506-CLAKW,V004,B002,S001,3/30/2023,1/30/2023,9,20,21,135,9,135,435,0,0,600,150,1320,Yes,Bank Withdrawal
2506-TNFCO,V002,B004,S001,3/30/2023,1/30/2023,9,12,13,141,0,0,300,0,0,600,150,1191,Yes,Bank Withdrawal
2507-QZPQS,V002,B003,S002,3/30/2023,1/30/2023,8,10,11,60,7,105,405,0,0,600,150,1215,No,Bank Withdrawal
2509-TFPJU,V003,B004,S002,3/30/2023,1/30/2023,15,40,41,315,1,15,315,0,0,600,150,1380,No,Credit Card
2511-ALLCS,V002,B002,S002,3/30/2023,1/30/2023,10,19,20,162,0,0,300,0,0,600,150,1212,No,Bank Withdrawal
2511-MORQY,V004,B004,S002,3/30/2023,1/30/2023,8,10,11,120,3,45,345,0,0,600,150,1215,No,Bank Withdrawal
2514-GINMM,V002,B001,S003,3/30/2023,1/30/2023,17,49,50,372,1,15,315,0,0,600,150,1437,Yes,Bank Withdrawal
2516-VQRRV,V002,B003,S002,3/30/2023,1/30/2023,8,23,24,174,10,150,450,0,0,600,150,1374,Yes,Credit Card
2516-XSJKX,V002,B003,S004,3/30/2023,1/30/2023,15,32,33,186,4,60,360,0,0,600,150,1296,No,Bank Withdrawal
2519-ERQOJ,V002,B004,S003,3/30/2023,1/30/2023,0,,,0,7,105,405,0,0,600,150,1155,Yes,Bank Withdrawal
2519-FAKOD,V003,B004,S002,3/30/2023,1/30/2023,13,31,32,243,2,30,330,0,0,600,150,1323,Yes,Bank Withdrawal
2519-LBNQL,V002,B001,S001,3/30/2023,1/30/2023,8,23,24,159,8,120,420,0,0,600,150,1329,Yes,Bank Withdrawal
2519-TWKFS,V004,B003,S004,3/30/2023,1/30/2023,15,47,48,321,0,0,300,0,0,600,150,1371,Yes,Credit Card
2520-SGTTA,V004,B002,S001,3/30/2023,1/30/2023,6,20,21,150,9,135,435,0,0,600,150,1335,No,Credit Card
2521-NPUZR,V001,B004,S002,3/30/2023,1/30/2023,15,41,42,318,10,150,450,0,0,600,150,1518,No,Credit Card
2522-AHJXR,V003,B002,S004,3/30/2023,1/30/2023,4,5,6,105,9,135,435,0,0,600,150,1290,Yes,Bank Withdrawal
2522-WLNSF,V001,B002,S003,3/30/2023,1/30/2023,4,12,13,126,7,105,405,0,0,600,150,1281,No,Bank Withdrawal
2523-EWWZL,V003,B002,S003,3/30/2023,1/30/2023,17,40,41,315,7,105,405,0,0,600,150,1470,Yes,Bank Withdrawal
2525-GVKQU,V004,B004,S003,3/30/2023,1/30/2023,17,47,48,336,3,45,345,0,0,600,150,1431,No,Credit Card
2528-HFYZX,V004,B004,S001,3/30/2023,1/30/2023,1,1,2,63,10,150,450,0,0,600,150,1263,Yes,Bank Withdrawal
2530-ENDWQ,V001,B001,S002,3/30/2023,1/30/2023,17,41,42,303,3,45,345,0,0,600,150,1398,Yes,Bank Withdrawal
2530-FMFXO,V002,B003,S003,3/30/2023,1/30/2023,17,42,43,261,6,90,390,0,0,600,150,1401,Yes,Bank Withdrawal
2533-QVMSK,V002,B001,S002,3/30/2023,1/30/2023,9,27,28,156,8,120,420,0,0,600,150,1326,Yes,Bank Withdrawal
2533-TIBIX,V003,B004,S003,3/30/2023,1/30/2023,0,,,0,5,75,375,0,0,600,150,1125,Yes,Bank Withdrawal
2535-PBCGC,V004,B003,S004,3/30/2023,1/30/2023,0,,,0,8,120,420,0,0,600,150,1170,No,Bank Withdrawal
2538-OIMXF,V004,B001,S001,3/30/2023,1/30/2023,0,,,0,10,150,450,70,1400,2000,150,2600,No,Credit Card
2541-YGPKE,V004,B003,S004,3/30/2023,1/30/2023,17,45,46,285,7,105,405,0,0,600,150,1440,No,Credit Card
2542-HYGIQ,V003,B001,S003,3/30/2023,1/30/2023,14,39,40,297,9,135,435,0,0,600,150,1482,No,Credit Card
2545-EBUPK,V002,B001,S002,3/30/2023,1/30/2023,10,22,23,126,9,135,435,0,0,600,150,1311,Yes,Bank Withdrawal
2545-LXYVJ,V001,B002,S003,3/30/2023,1/30/2023,7,22,23,126,1,15,315,0,0,600,150,1191,No,Bank Withdrawal
2546-KZAAT,V003,B001,S002,3/30/2023,1/30/2023,8,10,11,105,4,60,360,0,0,600,150,1215,Yes,Credit Card
2550-AEVRU,V004,B002,S003,3/30/2023,1/30/2023,6,17,18,96,5,75,375,0,0,600,150,1221,No,Bank Withdrawal
2550-QHZGP,V003,B001,S004,3/30/2023,1/30/2023,10,31,32,258,1,15,315,0,0,600,150,1323,No,Credit Card
2558-BUOZZ,V003,B003,S003,3/30/2023,1/30/2023,17,40,41,270,6,90,390,0,0,600,150,1410,No,Bank Withdrawal
2560-PPCHE,V004,B003,S001,3/30/2023,1/30/2023,10,27,28,231,1,15,315,0,0,600,150,1296,Yes,Bank Withdrawal
2560-QTSBS,V002,B001,S001,3/30/2023,1/30/2023,11,18,19,174,4,60,360,0,0,600,150,1284,Yes,Bank Withdrawal
2560-WBWXF,V003,B002,S001,3/30/2023,1/30/2023,12,38,39,294,2,30,330,0,0,600,150,1374,Yes,Bank Withdrawal
2565-JSLRY,V003,B003,S001,3/30/2023,1/30/2023,6,20,21,135,6,90,390,0,0,600,150,1275,Yes,Mailed Check
2568-BRGYX,V001,B002,S004,3/30/2023,1/30/2023,8,13,14,99,1,15,315,0,0,600,150,1164,Yes,Bank Withdrawal
2568-OIADY,V001,B001,S001,3/30/2023,1/30/2023,15,36,37,228,10,150,450,0,0,600,150,1428,Yes,Bank Withdrawal
2569-WGERO,V001,B002,S003,3/30/2023,1/30/2023,11,23,24,129,6,90,390,0,0,600,150,1269,Yes,Bank Withdrawal
2573-GYRUU,V001,B002,S003,3/30/2023,1/30/2023,10,25,26,195,6,90,390,0,0,600,150,1335,Yes,Credit Card
2575-GFSOE,V002,B003,S004,3/30/2023,1/30/2023,3,9,10,87,4,60,360,0,0,600,150,1197,Yes,Bank Withdrawal
2576-HXMPA,V001,B003,S003,3/30/2023,1/30/2023,7,8,9,39,8,120,420,0,0,600,150,1209,No,Credit Card
2577-GVSIL,V002,B003,S002,3/30/2023,1/30/2023,7,13,14,99,2,30,330,0,0,600,150,1179,Yes,Bank Withdrawal
2578-JQPHZ,V003,B001,S001,3/30/2023,1/30/2023,17,49,50,327,8,120,420,0,0,600,150,1497,No,Bank Withdrawal
2580-ASVVY,V003,B004,S004,3/30/2023,1/30/2023,0,,,0,3,45,345,0,0,600,150,1095,No,Bank Withdrawal
2580-ATZSQ,V003,B001,S001,3/30/2023,1/30/2023,7,19,20,177,3,45,345,0,0,600,150,1272,No,Bank Withdrawal
2581-VKIRT,V001,B002,S002,3/30/2023,1/30/2023,7,14,15,117,7,105,405,0,0,600,150,1272,No,Mailed Check
2582-FFFZR,V002,B003,S004,3/30/2023,1/30/2023,0,,,0,2,30,330,0,0,600,150,1080,Yes,Bank Withdrawal
2585-KTFRE,V004,B002,S004,3/30/2023,1/30/2023,7,20,21,195,2,30,330,0,0,600,150,1275,Yes,Bank Withdrawal
2586-CWXVV,V003,B001,S003,3/30/2023,1/30/2023,0,,,0,5,75,375,0,0,600,150,1125,No,Bank Withdrawal
2587-EKXTS,V002,B004,S002,3/30/2023,1/30/2023,14,44,45,312,9,135,435,0,0,600,150,1497,Yes,Bank Withdrawal
2587-YNLES,V002,B004,S003,3/30/2023,1/30/2023,8,25,26,180,8,120,420,0,0,600,150,1350,No,Credit Card
2589-AYCRP,V001,B004,S001,3/30/2023,1/30/2023,16,38,39,279,8,120,420,0,0,600,150,1449,No,Bank Withdrawal
2592-HODOV,V003,B001,S003,3/30/2023,1/30/2023,16,45,46,285,1,15,315,0,0,600,150,1350,No,Credit Card
2592-SEIFQ,V003,B002,S003,3/30/2023,1/30/2023,0,,,0,4,60,360,0,0,600,150,1110,No,Bank Withdrawal
2592-YKDIF,V004,B004,S001,3/30/2023,1/30/2023,16,44,45,267,8,120,420,0,0,600,150,1437,No,Credit Card
2595-KIWPV,V002,B002,S001,3/30/2023,1/30/2023,11,32,33,216,2,30,330,0,0,600,150,1296,No,Credit Card
2599-CIPQE,V001,B001,S003,3/30/2023,1/30/2023,13,28,29,204,2,30,330,70,1400,2000,150,2684,No,Credit Card
2599-CZABP,V001,B003,S004,3/30/2023,1/30/2023,20,45,46,345,4,60,360,0,0,600,150,1455,No,Bank Withdrawal
2603-HVKCG,V004,B004,S001,3/30/2023,1/30/2023,11,19,20,162,3,45,345,0,0,600,150,1257,Yes,Bank Withdrawal
2604-IJPDU,V003,B004,S002,3/30/2023,1/30/2023,9,29,30,192,10,150,450,0,0,600,150,1392,Yes,Bank Withdrawal
2604-XVDAM,V001,B001,S002,3/30/2023,1/30/2023,5,7,8,111,10,150,450,0,0,600,150,1311,No,Bank Withdrawal
2606-PKWJB,V003,B002,S004,3/30/2023,1/30/2023,0,,,0,0,0,300,0,0,600,150,1050,No,Credit Card
2606-RMDHZ,V004,B004,S004,3/30/2023,1/30/2023,0,,,0,1,15,315,0,0,600,150,1065,Yes,Credit Card
2607-DHDAK,V003,B003,S004,3/30/2023,1/30/2023,16,39,40,312,3,45,345,0,0,600,150,1407,Yes,Credit Card
2607-FBDFF,V001,B004,S001,3/30/2023,1/30/2023,18,49,50,357,6,90,390,0,0,600,150,1497,No,Credit Card
2608-BHKFN,V002,B002,S004,3/30/2023,1/30/2023,4,13,14,129,4,60,360,0,0,600,150,1239,Yes,Credit Card
2609-IAICY,V002,B003,S002,3/30/2023,1/30/2023,12,28,29,234,7,105,405,10,200,800,150,1589,Yes,Bank Withdrawal
2612-PHGOX,V001,B002,S002,3/30/2023,1/30/2023,5,7,8,36,10,150,450,0,0,600,150,1236,Yes,Bank Withdrawal
2612-RANWT,V004,B002,S004,3/30/2023,1/30/2023,11,31,32,228,10,150,450,0,0,600,150,1428,Yes,Bank Withdrawal
2612-RRIDN,V003,B002,S004,3/30/2023,1/30/2023,8,22,23,156,2,30,330,50,1000,1600,150,2236,Yes,Bank Withdrawal
2615-YVMYX,V002,B002,S004,3/30/2023,1/30/2023,10,31,32,213,3,45,345,140,2800,3400,150,4108,Yes,Bank Withdrawal
2616-FLVQC,V004,B002,S004,3/30/2023,1/30/2023,15,39,40,252,1,15,315,0,0,600,150,1317,No,Credit Card
2616-UUTFK,V001,B001,S001,3/30/2023,1/30/2023,8,19,20,192,8,120,420,0,0,600,150,1362,Yes,Bank Withdrawal
2619-WFQWU,V001,B003,S002,3/30/2023,1/30/2023,1,2,3,51,1,15,315,0,0,600,150,1116,Yes,Mailed Check
2621-UDNLU,V004,B001,S002,3/30/2023,1/30/2023,6,12,13,126,2,30,330,0,0,600,150,1206,No,Credit Card
2623-DRYAM,V004,B004,S001,3/30/2023,1/30/2023,11,20,21,120,3,45,345,0,0,600,150,1215,Yes,Bank Withdrawal
2625-TRCZQ,V002,B003,S001,3/30/2023,1/30/2023,0,,,0,4,60,360,0,0,600,150,1110,Yes,Bank Withdrawal
2626-URJFX,V002,B003,S002,3/30/2023,1/30/2023,8,9,10,117,3,45,345,0,0,600,150,1212,Yes,Bank Withdrawal
2626-VEEWG,V003,B003,S001,3/30/2023,1/30/2023,6,5,6,90,0,0,300,0,0,600,150,1140,Yes,Credit Card
2632-IVXVF,V002,B001,S001,3/30/2023,1/30/2023,5,14,15,147,4,60,360,0,0,600,150,1257,No,Credit Card
2632-TACXW,V004,B002,S001,3/30/2023,1/30/2023,3,9,10,117,5,75,375,0,0,600,150,1242,No,Bank Withdrawal
2632-UCGVD,V001,B003,S003,3/30/2023,1/30/2023,19,50,51,330,0,0,300,0,0,600,150,1380,Yes,Credit Card
2634-HCZGT,V002,B004,S003,3/30/2023,1/30/2023,8,22,23,156,0,0,300,100,2000,2600,150,3206,Yes,Bank Withdrawal
2636-ALXXZ,V003,B001,S001,3/30/2023,1/30/2023,20,46,47,303,2,30,330,0,0,600,150,1383,Yes,Bank Withdrawal
2636-OHFMN,V004,B002,S004,3/30/2023,1/30/2023,0,,,0,9,135,435,0,0,600,150,1185,Yes,Bank Withdrawal
2636-SJDOU,V001,B001,S004,3/30/2023,1/30/2023,11,30,31,225,10,150,450,0,0,600,150,1425,Yes,Credit Card
2637-FKFSY,V001,B004,S004,3/30/2023,1/30/2023,4,3,4,24,4,60,360,0,0,600,150,1134,Yes,Mailed Check
2639-UGMAZ,V001,B001,S003,3/30/2023,1/30/2023,0,,,0,3,45,345,0,0,600,150,1095,Yes,Bank Withdrawal
2640-LYMOV,V002,B002,S004,3/30/2023,1/30/2023,8,10,11,60,9,135,435,0,0,600,150,1245,Yes,Credit Card
2640-PMGFL,V002,B004,S003,3/30/2023,1/30/2023,11,25,26,165,2,30,330,0,0,600,150,1245,Yes,Bank Withdrawal
2642-DTVCO,V003,B002,S003,3/30/2023,1/30/2023,8,12,13,81,8,120,420,30,600,1200,150,1851,Yes,Bank Withdrawal
2642-MAWLJ,V003,B004,S003,3/30/2023,1/30/2023,15,43,44,249,1,15,315,0,0,600,150,1314,No,Bank Withdrawal
2645-QTLMB,V003,B001,S004,3/30/2023,1/30/2023,7,12,13,141,1,15,315,0,0,600,150,1206,Yes,Bank Withdrawal
2649-HWLYB,V002,B003,S001,3/30/2023,1/30/2023,9,22,23,126,7,105,405,0,0,600,150,1281,No,Bank Withdrawal
2650-GYRYL,V002,B004,S001,3/30/2023,1/30/2023,7,6,7,93,1,15,315,0,0,600,150,1158,Yes,Bank Withdrawal
2651-ZCBXV,V003,B003,S004,3/30/2023,1/30/2023,6,18,19,159,7,105,405,0,0,600,150,1314,Yes,Credit Card
2654-VBVPB,V001,B004,S003,3/30/2023,1/30/2023,8,12,13,66,1,15,315,0,0,600,150,1131,No,Bank Withdrawal
2656-FMOKZ,V004,B001,S001,3/30/2023,1/30/2023,14,44,45,342,3,45,345,0,0,600,150,1437,Yes,Mailed Check
2656-TABEH,V004,B002,S002,3/30/2023,1/30/2023,12,28,29,204,9,135,435,0,0,600,150,1389,Yes,Bank Withdrawal
2657-ALMWY,V004,B002,S002,3/30/2023,1/30/2023,7,18,19,144,2,30,330,0,0,600,150,1224,No,Bank Withdrawal
2657-VPXTA,V001,B003,S001,3/30/2023,1/30/2023,11,33,34,219,4,60,360,0,0,600,150,1329,Yes,Bank Withdrawal
2659-VXMWZ,V004,B003,S001,3/30/2023,1/30/2023,11,29,30,222,2,30,330,0,0,600,150,1302,Yes,Bank Withdrawal
2660-EMUBI,V003,B004,S004,3/30/2023,1/30/2023,13,41,42,303,9,135,435,0,0,600,150,1488,Yes,Bank Withdrawal
2661-GKBTK,V004,B002,S001,3/30/2023,1/30/2023,10,27,28,186,4,60,360,0,0,600,150,1296,No,Bank Withdrawal
2662-NNTDK,V003,B001,S003,3/30/2023,1/30/2023,19,46,47,273,4,60,360,0,0,600,150,1383,No,Credit Card
2664-XJZNO,V003,B002,S001,3/30/2023,1/30/2023,7,7,8,51,7,105,405,0,0,600,150,1206,Yes,Credit Card
2665-NPTGL,V001,B002,S002,3/30/2023,1/30/2023,6,19,20,117,4,60,360,0,0,600,150,1227,Yes,Bank Withdrawal
2667-WYLWJ,V003,B002,S002,3/30/2023,1/30/2023,20,46,47,303,7,105,405,0,0,600,150,1458,Yes,Credit Card
2668-TZSPS,V002,B002,S003,3/30/2023,1/30/2023,18,40,41,240,7,105,405,0,0,600,150,1395,No,Mailed Check
