Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Number of Referrals,Multiple Lines,Multiple Lines
2235-DWLJU,Female,75,No,0,Thousand Palms,92276,0,Yes,
2235-EZAIK,Female,21,Yes,0,Badger,93603,9,No,Yes
2235-ZGKPT,Female,36,Yes,1,Los Angeles,90062,1,Yes,Yes
2236-HILPA,Male,55,Yes,2,Hayward,94544,9,No,No
2237-ZFSMY,Female,29,No,0,Riverdale,93656,0,Yes,No
2239-CFOUJ,Male,27,Yes,2,Trinidad,95570,3,Yes,No
2239-CGBUZ,Female,56,Yes,0,West Covina,91791,4,No,No
2239-JALAW,Male,20,No,0,Escondido,92027,0,Yes,Yes
2240-HSJQD,Male,44,No,2,La Mesa,91942,0,No,Yes
2242-MFOTG,Male,29,No,0,Poway,92064,0,No,Yes
2243-FNMMI,Male,20,No,0,Torrance,90501,0,Yes,No
2245-ADZFJ,Female,58,Yes,0,Castella,96017,9,No,Yes
2249-YPRNG,Female,57,Yes,0,The Sea Ranch,95497,3,Yes,Yes
2250-IVBWA,Male,47,Yes,2,San Jose,95112,4,No,No
2251-PYLPB,Male,34,Yes,0,Big Bear Lake,92315,3,Yes,Yes
2252-ISRNH,Male,22,Yes,3,Covelo,95428,9,No,Yes
2252-JHJGE,Male,24,No,0,Sun Valley,91352,0,Yes,Yes
2252-NKNSI,Male,63,No,0,Salinas,93905,0,Yes,Yes
2253-KPMNB,Female,29,Yes,2,Live Oak,95953,10,No,
2254-DLXRI,Female,33,No,0,Burbank,91504,0,Yes,Yes
2256-YLYLP,Male,45,Yes,1,Cypress,90630,4,Yes,No
2257-BOVXD,Male,48,Yes,0,Tahoe City,96145,3,No,Yes
2259-OUUSZ,Male,28,No,0,San Diego,92106,0,Yes,
2260-USTRB,Female,75,No,0,Campo,91906,0,No,No
2262-SLNVK,Female,53,No,0,Birds Landing,94512,0,Yes,No
2263-SFSQZ,Male,46,Yes,2,San Jose,95138,7,No,Yes
2265-CYWIV,Female,68,Yes,0,Hickman,95323,1,Yes,Yes
2266-FUBDZ,Male,19,Yes,3,San Francisco,94115,2,Yes,No
2266-SJNAT,Female,21,Yes,0,Temecula,92592,2,No,Yes
2267-FPIMA,Male,27,Yes,0,San Carlos,94070,1,Yes,Yes
2267-WTPYD,Female,77,Yes,0,Granada Hills,91344,1,Yes,Yes
2270-CHBFN,Female,46,Yes,0,Ventura,93004,10,Yes,Yes
2272-JKMSI,Female,42,Yes,3,Roseville,95661,5,No,Yes
2272-QAGFO,Female,75,No,0,Inglewood,90304,0,Yes,Yes
2272-UOINI,Female,44,No,0,Rancho Cucamonga,91739,0,Yes,No
2272-WUSPA,Female,48,Yes,0,Milford,96121,1,Yes,Yes
2273-QCKXA,Male,39,No,0,Culver City,90232,0,No,No
2274-XUATA,Male,78,Yes,0,Earp,92242,8,Yes,
2275-RBYQS,Female,38,No,0,Sun City,92587,0,No,No
2276-YDAVZ,Female,63,No,0,San Diego,92129,0,Yes,Yes
2277-AXSDC,Female,46,No,0,El Centro,92243,0,Yes,No
2277-BKJKN,Female,70,Yes,0,Camptonville,95922,6,Yes,No
2277-DJJDL,Male,69,Yes,0,La Grange,95329,5,No,Yes
2277-VWCNI,Female,65,No,0,Brookdale,95007,0,Yes,Yes
2279-AXJJK,Male,27,Yes,0,Cazadero,95421,1,No,Yes
2282-YGNOR,Female,42,No,0,Monterey Park,91754,0,No,No
2284-VFLKH,Male,23,Yes,0,Clipper Mills,95930,4,No,No
2292-XQWSV,Male,19,Yes,2,Temple City,91780,3,No,
2293-IJWPS,Female,39,Yes,0,Piercy,95587,5,Yes,Yes
2294-DMMUS,Female,25,Yes,3,Patterson,95363,9,Yes,Yes
2294-SALNE,Male,51,Yes,0,Chula Vista,91910,2,No,No
2296-DKZFP,Female,25,Yes,0,San Francisco,94118,1,Yes,No
2300-RQGOI,Female,33,No,0,Needles,92363,0,Yes,No
2302-ANTDP,Female,76,Yes,0,Hat Creek,96040,9,Yes,Yes
2302-OUZXB,Male,62,Yes,0,Ventura,93001,5,Yes,Yes
2303-PJYHN,Female,27,Yes,0,Los Angeles,90015,8,No,No
2305-MRGLV,Male,31,Yes,0,Klamath River,96050,10,Yes,No
2307-FYNNL,Male,67,No,0,La Mirada,90638,0,Yes,Yes
2308-STERM,Female,58,No,0,Armona,93202,0,No,No
2309-OSFEU,Male,42,No,0,Smith River,95567,0,Yes,
2311-QYMUQ,Female,41,Yes,0,San Joaquin,93660,1,No,No
2314-TNDJQ,Female,28,Yes,3,Oceanside,92056,1,Yes,
2316-ESMLS,Female,54,Yes,0,Fresno,93726,7,Yes,
2320-JRSDE,Female,33,Yes,1,Richgrove,93261,1,No,No
2320-SLKMB,Female,46,No,0,Baker,92309,0,Yes,
2320-TZRRH,Female,38,No,0,Three Rivers,93271,0,No,No
2320-YKQBO,Female,51,No,0,Grenada,96038,0,Yes,No
2321-OMBXY,Female,55,Yes,0,San Diego,92122,1,Yes,No
2322-VCZHZ,Male,70,Yes,0,El Portal,95318,3,Yes,No
2323-ARSVR,Male,51,Yes,0,Milpitas,95035,8,Yes,No
2324-AALNO,Female,63,No,0,Porterville,93257,0,No,Yes
2324-EFHVG,Male,37,No,0,Oakland,94609,0,No,Yes
2325-NBPZG,Female,20,No,0,Novato,94949,0,Yes,No
2325-WINES,Female,44,No,0,Littlerock,93543,0,Yes,Yes
2325-ZUSFD,Female,46,Yes,0,Irvine,92602,1,Yes,No
2330-PQGDQ,Male,36,Yes,3,Gualala,95445,6,No,Yes
2332-EFBJY,Male,35,No,0,Sherman Oaks,91403,0,No,No
2332-TODQS,Female,44,No,0,Garden Grove,92845,0,Yes,Yes
2333-KWEWW,Male,64,No,0,Fresno,93721,0,Yes,No
2335-GSODA,Male,36,No,3,Camino,95709,0,Yes,
2338-BQEZT,Female,38,No,0,San Carlos,94070,0,Yes,No
2342-CKIAO,Female,39,No,0,Eagleville,96110,0,Yes,No
2344-JMOGN,Male,54,Yes,0,Buttonwillow,93206,1,No,No
2346-CZYIL,Male,42,No,0,Beverly Hills,90211,0,No,No
2346-DJQTB,Female,54,No,0,Fairfax,94930,0,Yes,
2346-LOCWC,Female,52,Yes,2,Arbuckle,95912,10,Yes,No
2347-WKKAE,Male,52,Yes,0,Penryn,95663,9,No,Yes
2348-KCJLT,Female,60,Yes,0,Los Alamitos,90720,8,Yes,No
2351-BKRZW,Female,30,Yes,1,Gilroy,95020,10,Yes,No
2351-RRBUE,Female,20,Yes,0,Tulelake,96134,2,No,No
2357-COQEK,Female,79,No,0,Atherton,94027,0,No,Yes
2359-KLTEK,Female,25,Yes,3,Lookout,96054,2,No,No
2359-KMGLI,Male,52,No,0,Running Springs,92382,0,Yes,Yes
2359-QWQUL,Female,35,Yes,0,Los Angeles,90058,1,No,No
2360-RDGRO,Male,48,Yes,0,Sutter,95982,4,No,Yes
2361-FJWNO,Male,55,No,0,Rancho Cucamonga,91737,0,Yes,
2361-UPSND,Female,45,Yes,0,Herlong,96113,6,Yes,No
2362-IBOOY,Male,22,No,0,San Diego,92126,0,Yes,Yes
2363-BJLSL,Male,49,No,0,Bonita,91902,0,Yes,No
2364-UFROM,Male,47,No,0,San Diego,92123,0,No,No
2368-GAKKQ,Female,28,No,0,Sylmar,91342,0,Yes,Yes
2369-FEVNO,Male,36,No,0,Long Beach,90806,0,Yes,No
2369-UAPKZ,Male,43,No,0,Meadow Vista,95722,0,Yes,Yes
2371-JQHZZ,Male,54,Yes,0,Bakersfield,93307,7,No,Yes
2371-JUNGC,Male,46,No,0,Cupertino,95014,0,Yes,No
2371-KFUOG,Male,54,No,0,Escondido,92025,0,No,No
2372-HWUHI,Male,45,No,0,Lakewood,90712,0,No,No
2373-NTKOD,Male,40,No,0,Rancho Cordova,95670,0,No,No
2378-HTWFW,Male,78,No,0,Newman,95360,0,Yes,Yes
2378-VTKDH,Male,76,Yes,0,Woodland,95695,9,Yes,Yes
2378-YIZKA,Female,61,Yes,1,Weed,96094,7,No,No
2379-ENZGV,Male,61,No,0,San Diego,92126,0,Yes,No
2379-GYFLQ,Male,31,No,0,Oceanside,92056,0,No,Yes
2380-DAMQP,Female,63,Yes,0,La Palma,90623,10,Yes,Yes
2382-BCKQJ,Female,41,No,0,Escondido,92027,0,Yes,Yes
2384-OVPSA,Female,65,No,0,Caruthers,93609,0,Yes,No
2386-LAHRK,Male,22,No,0,Weimar,95736,0,Yes,No
2386-OWURY,Female,20,No,0,Yucaipa,92399,0,No,No
2387-KDZQY,Male,46,No,0,Weaverville,96093,0,No,No
2388-LAESQ,Female,74,Yes,0,Manchester,95459,3,No,Yes
2391-IPLOP,Male,25,Yes,0,Corcoran,93212,6,No,Yes
2391-SOORI,Male,40,No,1,Big Bear City,92314,0,Yes,No
2393-DIVAI,Female,40,No,0,Brea,92821,0,Yes,No
2397-BRLOM,Male,67,Yes,0,San Rafael,94901,2,Yes,No
2398-YPMUR,Female,77,Yes,0,Dinuba,93618,2,Yes,No
2400-FEQME,Male,57,Yes,3,Grenada,96038,1,Yes,No
2400-XIWIO,Female,30,Yes,0,Lucerne,95458,2,No,Yes
2402-TAIRZ,Female,48,No,0,Los Angeles,90012,0,Yes,No
2403-BCASL,Male,66,Yes,0,Santa Ana,92705,1,No,Yes
2404-JIBFC,Female,37,Yes,3,Anaheim,92804,1,Yes,Yes
2405-LBMUW,Female,25,Yes,1,Oceanside,92057,1,Yes,
2408-PSJVE,Male,41,Yes,3,Chino Hills,91709,1,No,No
2408-TZMJL,Male,43,Yes,0,Gualala,95445,1,No,Yes
2408-WITXK,Female,67,No,0,San Jose,95110,0,No,
2410-CIYFZ,Male,42,No,2,Woodland,95776,0,No,No
2418-TPEUN,Female,58,Yes,1,Topanga,90290,2,Yes,No
2419-FSORS,Male,29,Yes,0,Salinas,93906,8,Yes,Yes
2424-WVHPL,Male,79,No,0,Redondo Beach,90278,0,Yes,No
2428-HYUNX,Male,74,Yes,0,San Francisco,94109,4,Yes,No
2428-ZMCTB,Male,24,No,0,Mountain View,94040,0,Yes,No
2429-AYKKO,Male,52,No,0,Redding,96003,0,No,No
2430-RRYUW,Male,32,No,0,Tecate,91980,0,Yes,No
2430-USGXP,Male,44,Yes,0,Santa Fe Springs,90670,1,Yes,Yes
2432-TFSMK,Male,43,No,0,Sebastopol,95472,0,Yes,Yes
2433-KMEAS,Male,62,No,0,Dublin,94568,0,No,Yes
2434-EEVDB,Female,45,Yes,0,California City,93505,7,No,Yes
2436-QBZFP,Female,53,Yes,1,Yreka,96097,4,No,
2439-LYPMQ,Male,79,Yes,0,Milford,96121,7,Yes,Yes
2439-QKJUL,Male,31,No,0,Saratoga,95070,0,Yes,No
2446-BEGGB,Female,79,No,0,Lakewood,90712,0,Yes,Yes
2446-PLQVO,Male,32,No,0,Santa Clarita,91350,0,Yes,No
2446-ZKVAF,Male,19,Yes,0,Stockton,95207,5,No,Yes
2450-ZKEED,Female,33,No,0,Mammoth Lakes,93546,0,No,No
2451-YMUXS,Male,79,No,0,Vista,92084,0,No,Yes
2452-KDRRH,Male,76,No,0,Mi Wuk Village,95346,0,No,Yes
2452-MRMZF,Female,70,Yes,0,Inglewood,90303,9,Yes,Yes
2452-SNHFZ,Female,19,No,0,Elk Creek,95939,0,Yes,No
2453-SAFNS,Female,68,No,0,Likely,96116,0,No,Yes
2454-RPBRZ,Female,67,Yes,0,Catheys Valley,95306,1,Yes,Yes
2455-USLMV,Female,30,No,0,Redlands,92373,0,Yes,Yes
2458-EOMRE,Female,19,No,0,Mc Farland,93250,0,No,No
2460-FPSYH,Female,72,No,0,Exeter,93221,0,Yes,
2460-NGXBJ,Male,65,Yes,1,Stockton,95206,8,Yes,Yes
2462-XIIJB,Male,33,No,0,Miranda,95553,0,Yes,Yes
2465-BLLEU,Male,31,No,0,Salinas,93906,0,No,No
2466-FCCPT,Female,50,Yes,3,North Fork,93643,7,Yes,No
2466-NEJOJ,Male,58,Yes,3,Bodega,94922,6,Yes,No
2468-SJFLM,Male,37,No,0,Biggs,95917,0,Yes,No
2469-DTSGX,Female,72,No,0,Somis,93066,0,No,Yes
2472-OVKUP,Male,39,Yes,2,Canoga Park,91304,5,Yes,No
2474-BRUCM,Male,76,Yes,0,Redding,96002,1,No,Yes
2474-LCNUE,Female,20,Yes,0,Sunset Beach,90742,5,No,Yes
2475-MROZF,Male,36,No,0,Murrieta,92562,0,No,Yes
2476-YGEFM,Female,24,No,0,Clovis,93611,0,Yes,Yes
2478-EEWWM,Male,21,Yes,0,Glenn,95943,1,Yes,
2479-BRAMR,Male,74,Yes,0,Murphys,95247,1,Yes,Yes
2480-EJWYP,Female,66,Yes,0,Roseville,95747,5,No,Yes
2480-JZOSN,Female,64,Yes,0,Woody,93287,8,Yes,No
2480-SQIOB,Male,40,Yes,2,Woodland Hills,91364,1,No,No
2481-SBOYW,Female,62,No,1,San Bernardino,92405,0,Yes,Yes
2482-CZGBB,Male,41,No,0,Anaheim,92804,0,No,No
2483-XSSMZ,Female,22,No,0,Orinda,94563,0,No,No
2484-DGXPZ,Female,45,Yes,0,San Dimas,91773,1,Yes,No
2485-ITVKB,Female,36,Yes,0,Northridge,91325,1,No,
2486-WYVVE,Male,47,Yes,0,Sacramento,95830,1,Yes,Yes
2495-INZWQ,Male,44,No,0,San Juan Bautista,95045,0,No,
2495-KZNFB,Female,26,No,0,La Mesa,91942,0,No,Yes
2495-TTHBQ,Female,52,No,1,La Quinta,92253,0,No,No
2498-XLDZR,Female,26,Yes,1,San Diego,92113,1,No,No
2499-AJYUA,Female,69,Yes,0,Benton,93512,8,No,Yes
2501-XWWTZ,Male,51,No,0,San Clemente,92673,0,No,No
2504-DSHIH,Male,66,Yes,0,Thousand Oaks,91360,1,Yes,Yes
2506-CLAKW,Female,20,No,0,Ventura,93003,0,Yes,No
2506-TNFCO,Female,76,Yes,0,Riverside,92509,1,No,No
2507-QZPQS,Male,24,No,0,La Mirada,90638,0,Yes,Yes
2509-TFPJU,Male,62,Yes,0,Torrance,90505,1,Yes,Yes
2511-ALLCS,Female,38,Yes,3,Temple City,91780,5,Yes,Yes
2511-MORQY,Male,46,Yes,0,Torrance,90502,4,No,Yes
2514-GINMM,Male,60,No,0,Dana Point,92629,0,Yes,No
2516-VQRRV,Female,77,No,0,Culver City,90230,0,Yes,Yes
2516-XSJKX,Female,20,Yes,2,San Juan Bautista,95045,1,Yes,No
2519-ERQOJ,Male,74,No,0,Desert Hot Springs,92241,0,Yes,
2519-FAKOD,Male,30,No,0,Tehachapi,93561,0,No,Yes
2519-LBNQL,Male,80,Yes,0,Artesia,90701,2,Yes,Yes
2519-TWKFS,Male,34,Yes,1,Blocksburg,95514,2,Yes,Yes
2520-SGTTA,Female,23,Yes,3,Ben Lomond,95005,4,No,No
2521-NPUZR,Male,26,Yes,0,Santa Maria,93458,9,No,No
2522-AHJXR,Male,36,Yes,0,Death Valley,92328,6,No,Yes
2522-WLNSF,Female,74,Yes,0,Los Olivos,93441,2,Yes,No
2523-EWWZL,Female,26,Yes,0,Blythe,92225,0,Yes,No
2525-GVKQU,Female,60,No,0,Santa Margarita,93453,0,No,No
2528-HFYZX,Male,66,Yes,0,Santa Ana,92706,2,Yes,No
2530-ENDWQ,Female,55,Yes,0,Rio Dell,95562,2,No,Yes
2530-FMFXO,Male,38,Yes,1,Irvine,92602,3,Yes,Yes
2533-QVMSK,Male,46,Yes,0,March Air Reserve Base,92518,9,No,Yes
2533-TIBIX,Male,59,Yes,2,Oak Run,96069,8,No,
2535-PBCGC,Female,21,Yes,0,San Diego,92108,5,Yes,
2538-OIMXF,Female,29,No,1,Cathedral City,92234,0,Yes,
2541-YGPKE,Male,29,Yes,3,Lemon Cove,93244,10,Yes,No
2542-HYGIQ,Female,58,No,0,Palo Alto,94303,0,Yes,No
2545-EBUPK,Female,70,No,0,Los Angeles,90045,0,No,Yes
2545-LXYVJ,Male,19,Yes,0,Suisun City,94585,1,Yes,No
2546-KZAAT,Male,28,Yes,0,San Diego,92119,9,Yes,No
2550-AEVRU,Female,33,Yes,2,Woodland Hills,91364,1,Yes,No
2550-QHZGP,Male,48,No,0,Calexico,92231,0,No,No
2558-BUOZZ,Male,51,No,0,Glendale,91204,0,No,Yes
2560-PPCHE,Female,22,No,0,Huntington Beach,92649,0,Yes,Yes
2560-QTSBS,Female,26,Yes,2,Pomona,91766,6,Yes,Yes
2560-WBWXF,Male,45,No,0,March Air Reserve Base,92518,0,No,Yes
2565-JSLRY,Male,21,No,0,Bakersfield,93306,0,No,Yes
2568-BRGYX,Male,43,No,0,Dixon,95620,0,No,No
2568-OIADY,Female,26,Yes,0,Escondido,92027,1,No,Yes
2569-WGERO,Female,30,No,0,Landers,92285,0,Yes,No
2573-GYRUU,Male,65,Yes,0,San Miguel,93451,1,No,Yes
2575-GFSOE,Female,25,Yes,0,Graton,95444,1,Yes,No
2576-HXMPA,Female,30,No,0,Mckinleyville,95519,0,No,No
2577-GVSIL,Male,61,Yes,0,Lamont,93241,10,Yes,Yes
2578-JQPHZ,Male,30,No,0,Bayside,95524,0,No,No
2580-ASVVY,Female,23,Yes,0,San Ysidro,92173,1,No,
2580-ATZSQ,Female,55,Yes,2,San Jose,95123,0,Yes,No
2581-VKIRT,Female,57,Yes,0,Kings Beach,96143,6,No,Yes
2582-FFFZR,Female,34,No,0,Vallejo,94592,0,Yes,
2585-KTFRE,Male,61,No,1,Escondido,92027,0,No,No
2586-CWXVV,Male,45,Yes,0,Hawaiian Gardens,90716,9,Yes,
2587-EKXTS,Male,48,No,0,San Diego,92116,0,No,Yes
2587-YNLES,Female,52,Yes,1,Downey,90240,4,Yes,No
2589-AYCRP,Female,63,No,0,Cedar Glen,92321,0,Yes,No
2592-HODOV,Male,44,No,0,Brea,92823,0,Yes,No
2592-SEIFQ,Male,36,No,0,San Anselmo,94960,0,Yes,
2592-YKDIF,Female,47,No,0,North Highlands,95660,0,No,No
2595-KIWPV,Male,48,No,1,Tecate,91980,0,No,No
2599-CIPQE,Male,36,Yes,3,Compton,90220,4,Yes,No
2599-CZABP,Male,57,Yes,0,Meridian,95957,1,No,No
2603-HVKCG,Male,20,No,0,Meridian,95957,0,No,No
2604-IJPDU,Female,32,Yes,0,Encino,91316,0,No,No
2604-XVDAM,Female,54,No,0,Pope Valley,94567,0,Yes,No
2606-PKWJB,Male,62,No,3,Little River,95456,0,Yes,
2606-RMDHZ,Male,47,No,0,Lakewood,90713,0,Yes,
2607-DHDAK,Male,54,Yes,2,Bakersfield,93307,10,No,No
2607-FBDFF,Male,32,No,0,Tuolumne,95379,0,Yes,No
2608-BHKFN,Female,46,No,0,Berkeley,94703,0,Yes,No
2609-IAICY,Female,32,No,0,North Fork,93643,0,No,Yes
2612-PHGOX,Male,47,Yes,0,Graton,95444,4,Yes,Yes
2612-RANWT,Female,24,No,0,Mount Laguna,91948,0,No,Yes
2612-RRIDN,Male,25,No,0,Westwood,96137,0,No,No
2615-YVMYX,Male,68,Yes,0,Chula Vista,91915,7,No,Yes
2616-FLVQC,Male,42,No,0,Point Arena,95468,0,No,No
2616-UUTFK,Male,54,Yes,0,Bakersfield,93313,1,Yes,Yes
2619-WFQWU,Female,34,No,0,Mission Viejo,92692,0,Yes,No
2621-UDNLU,Female,35,Yes,0,San Francisco,94107,9,Yes,No
2623-DRYAM,Female,19,Yes,0,Jamul,91935,0,Yes,Yes
2625-TRCZQ,Female,21,Yes,0,Auburn,95602,0,No,
2626-URJFX,Male,55,Yes,3,Termo,96132,1,No,Yes
2626-VEEWG,Male,48,Yes,2,Sun City,92587,6,No,No
2632-IVXVF,Female,40,Yes,3,Kernville,93238,3,Yes,Yes
2632-TACXW,Female,49,Yes,0,Richmond,94801,4,No,Yes
2632-UCGVD,Male,71,Yes,0,Fairfield,94533,6,No,Yes
2634-HCZGT,Male,71,Yes,0,San Jose,95126,1,No,Yes
2636-ALXXZ,Female,68,No,0,Tahoe Vista,96148,0,No,No
2636-OHFMN,Male,26,Yes,0,Orosi,93647,4,No,
2636-SJDOU,Male,34,No,0,Seal Beach,90740,0,No,Yes
2637-FKFSY,Female,61,Yes,0,Wasco,93280,2,Yes,No
2639-UGMAZ,Male,73,No,0,Artesia,90701,0,No,
2640-LYMOV,Male,59,No,0,Anaheim,92804,0,No,No
2640-PMGFL,Male,35,No,0,West Sacramento,95605,0,Yes,Yes
2642-DTVCO,Male,68,No,0,Chualar,93925,0,No,Yes
2642-MAWLJ,Female,26,Yes,2,Menlo Park,94025,8,Yes,No
2645-QTLMB,Male,22,No,0,Bloomington,92316,0,Yes,No
2649-HWLYB,Male,45,Yes,0,Fresno,93727,2,No,Yes
2650-GYRYL,Male,25,Yes,1,Kerman,93630,6,No,No
2651-ZCBXV,Male,49,No,0,Burbank,91501,0,Yes,Yes
2654-VBVPB,Female,22,No,0,Newport Beach,92663,0,Yes,No
2656-FMOKZ,Female,70,No,2,Pasadena,91106,0,No,Yes
2656-TABEH,Male,57,Yes,0,Temecula,92591,1,No,Yes
2657-ALMWY,Female,65,Yes,0,Simi Valley,93065,1,No,No
2657-VPXTA,Female,45,Yes,3,Anza,92539,8,Yes,No
2659-VXMWZ,Male,58,Yes,0,Newport Coast,92657,0,No,Yes
2660-EMUBI,Male,71,No,0,Escondido,92027,0,No,Yes
2661-GKBTK,Male,39,Yes,3,Eureka,95503,7,Yes,No
2662-NNTDK,Male,50,No,0,Coleville,96107,0,Yes,Yes
2664-XJZNO,Male,43,Yes,3,Oroville,95965,5,Yes,No
2665-NPTGL,Female,79,Yes,0,Sheep Ranch,95250,8,Yes,Yes
2667-WYLWJ,Female,44,Yes,0,Dunnigan,95937,1,No,No
2668-TZSPS,Male,32,No,0,Santa Rosa,95403,0,Yes,No
2669-OIDSD,Female,58,Yes,0,Long Beach,90810,3,No,No
2669-QVCRG,Female,32,No,0,Forest Ranch,95942,0,No,Yes
2672-DZUOY,Male,46,No,0,Buttonwillow,93206,0,Yes,
2672-HUYVI,Female,53,No,0,Newman,95360,0,No,No
2672-OJQZP,Female,35,No,0,Stockton,95203,0,Yes,No
2672-TGEFF,Female,33,Yes,2,Traver,93673,3,No,Yes
2673-CXQEU,Female,73,No,0,Gardena,90247,0,No,Yes
2673-ZALNP,Female,29,No,0,Mcarthur,96056,0,Yes,No
2674-MIAHT,Female,26,No,0,Blocksburg,95514,0,No,Yes
2674-MLXMN,Female,73,No,0,Richmond,94801,0,Yes,Yes
2675-DHUTR,Male,80,Yes,0,Big Pine,93513,8,No,Yes
2675-IJRGJ,Male,62,No,0,Oakland,94621,0,No,No
2675-OTVVJ,Male,76,Yes,0,Novato,94945,5,No,Yes
2676-ISHSF,Male,22,No,0,Anderson,96007,0,No,No
2676-OXPPQ,Male,22,No,0,Irvine,92612,0,No,No
2676-SSLTO,Male,49,No,0,Hawaiian Gardens,90716,0,Yes,Yes
2680-XKKNJ,Female,60,No,0,Weimar,95736,0,No,No
2682-KEVRP,Female,65,No,0,Woodlake,93286,0,No,No
2683-BPJSO,Male,37,Yes,0,Byron,94514,0,No,Yes
2683-JXWQQ,Male,24,Yes,1,Visalia,93291,3,No,
2684-EIWEO,Female,69,No,0,San Diego,92129,0,Yes,Yes
2685-SREOM,Female,36,Yes,0,Rancho Cucamonga,91730,1,Yes,Yes
2688-BHGOG,Male,73,No,0,Olancha,93549,0,Yes,No
2690-DVRVK,Male,27,Yes,2,San Diego,92120,1,Yes,No
2691-NZETQ,Male,28,No,0,San Jose,95130,0,No,Yes
2692-AQCPF,Female,32,Yes,0,San Mateo,94403,6,No,Yes
2692-BUCFV,Male,79,No,0,Shingle Springs,95682,0,Yes,No
2692-PFYTJ,Female,23,No,0,Hercules,94547,0,No,Yes
2694-CIUMO,Female,47,No,0,Los Angeles,90033,0,Yes,Yes
2696-ECXKC,Female,34,Yes,1,Ione,95640,6,No,Yes
2696-NARTR,Male,40,No,0,Corona Del Mar,92625,0,Yes,No
2696-RZVZW,Male,19,Yes,0,Downey,90242,4,No,Yes
2697-NQBPF,Male,51,No,0,Fulton,95439,0,No,Yes
2700-LUEVA,Male,49,No,0,Oakland,94618,0,Yes,No
2703-AMTUL,Male,40,Yes,1,Lookout,96054,2,No,No
2706-QZIHY,Female,35,Yes,0,Los Angeles,90005,9,Yes,Yes
2709-UQGNP,Male,38,No,0,San Mateo,94401,0,No,No
2710-WYVXG,Female,36,No,0,Sun Valley,91352,0,Yes,No
2712-SYWAY,Female,30,No,0,Creston,93432,0,No,Yes
2716-GFZOR,Male,48,Yes,0,Raymond,93653,10,No,No
2717-HVIZY,Female,24,No,2,Orleans,95556,0,No,No
2718-GAXQD,Female,68,Yes,3,Fallbrook,92028,1,No,No
2718-YSKCS,Male,64,Yes,3,Tomales,94971,6,Yes,No
2719-BDAQO,Male,36,No,0,Sunnyvale,94086,0,No,No
2720-FVBQP,Female,28,Yes,1,Mccloud,96057,1,No,Yes
2720-WGKHP,Male,65,No,0,Sloughhouse,95683,0,No,Yes
2722-JMONI,Female,73,Yes,0,Escondido,92029,1,No,No
2722-VOJQL,Male,30,No,0,San Diego,92126,0,No,Yes
2724-FJDYW,Male,31,No,3,Inverness,94937,0,Yes,
2725-IWWBA,Male,52,Yes,2,El Cajon,92020,9,No,No
2725-KXXWT,Male,26,Yes,0,Vallejo,94589,0,Yes,No
2725-TTRIQ,Female,45,Yes,3,Menifee,92584,10,No,Yes
2729-VNVAP,Female,35,Yes,1,Vallejo,94590,0,No,No
2731-GJRDG,Female,55,No,0,Corona,92880,0,No,Yes
2732-ISEZX,Female,44,No,0,Pacific Grove,93950,0,No,No
2737-WFVYW,Female,28,No,0,Marina Del Rey,90292,0,No,
2737-YNGYW,Female,29,No,0,Hemet,92543,0,No,No
2739-CACDQ,Female,79,No,0,La Jolla,92037,0,No,Yes
2739-CCZMB,Male,39,No,1,Alleghany,95910,0,No,No
2740-JFBOK,Male,35,No,0,Lakewood,90713,0,Yes,Yes
2740-TVLFN,Male,42,No,0,Manteca,95337,0,No,Yes
2746-DIJLO,Female,40,No,0,Harbor City,90710,0,Yes,Yes
2748-MYRVK,Female,22,No,0,Fresno,93702,0,No,Yes
2749-CTKAJ,Male,37,Yes,0,Long Beach,90813,3,Yes,No
2750-BJLSB,Female,32,No,0,Rancho Santa Fe,92067,0,Yes,No
2753-JMMCV,Male,41,No,0,Paso Robles,93446,0,Yes,Yes
2754-SDJRD,Female,74,No,0,Somis,93066,0,No,Yes
2754-VDLTR,Male,54,No,0,Greenview,96037,0,Yes,Yes
2754-XBHTB,Female,40,No,0,Amador City,95601,0,No,No
2758-RNWXS,Male,60,No,0,Oceanside,92054,0,Yes,No
2761-OCIAX,Male,74,No,0,Palo Cedro,96073,0,No,No
2761-XECQW,Male,67,Yes,0,Glenhaven,95443,1,Yes,
2770-NSVDG,Male,25,Yes,0,San Jose,95124,4,Yes,
2773-MADBQ,Female,46,No,0,Long Beach,90804,0,No,
2773-OVBPK,Male,60,Yes,0,Orange,92865,1,No,Yes
2774-LVQUS,Female,65,Yes,0,Temecula,92592,2,No,Yes
2775-SEFEE,Male,56,No,1,Wilmington,90744,0,No,Yes
2777-PHDEI,Female,20,No,0,Ahwahnee,93601,0,Yes,No
2778-OCLGR,Male,75,Yes,0,Soda Springs,95728,1,Yes,
2782-JEEBU,Male,39,No,0,Los Molinos,96055,0,No,
2782-LFZVW,Female,52,No,0,Costa Mesa,92627,0,No,Yes
2786-GCDPI,Female,75,No,0,Pioneertown,92268,0,No,Yes
2788-CJQAQ,Male,39,No,0,Winton,95388,0,Yes,No
2789-CZANW,Female,49,Yes,1,Dublin,94568,7,Yes,Yes
2789-HQBOU,Male,60,No,0,Bakersfield,93306,0,Yes,No
2790-XUYMV,Male,19,No,1,Mount Hamilton,95140,0,No,Yes
